statement,source,link,veracity
"""Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.""",Scott Pruitt,/web/20180119171146/http://www.politifact.com/truth-o-meter/statements/2017/jun/05/scott-pruitt/are-coal-mining-jobs-50000-last-year-not-exactly/,Mostly False
"""A majority of President Trump's supporters and voters wanted (the United States) to stay in"" the Paris Agreement.",Al Gore,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/jun/05/al-gore/al-gore-says-majority-trump-voters-support-paris-a/,Mostly False
"Says Arabic ""is the third most-common language in Austin.""",Maram Museitif,/web/20180119171157/http://www.politifact.com/texas/statements/2017/jun/05/maram-museitif/city-austin-appointee-says-arabic-third-most-commo/,False
"""At least 7 dead and 48 wounded in terror attack and Mayor of London says there is ‘no reason to be alarmed!’ """,Donald Trump,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/jun/04/donald-trump/donald-trumps-tweet-misleads-about-london-mayors-r/,False
"Clean energy employs ""more than half a million Californians. That’s nearly ten times more the number of coal mining jobs that exist in the entire nation.""",Kevin de León,/web/20180119171157/http://www.politifact.com/california/statements/2017/jun/02/kevin-de-leon/does-california-have-10-times-many-clean-energy-jo/,Mostly True
"""State economic development dollars were used to support a project where goods were manufactured in China.""",Anthony Brindisi,/web/20180119171157/http://www.politifact.com/new-york/statements/2017/jun/02/anthony-brindisi/state-money-was-not-used-buy-beer-tanks-genesee-br/,False
"""Texas leads the country in animal deaths by sodium cyanide M-44s.""",Ann Hudspeth,/web/20180119171157/http://www.politifact.com/texas/statements/2017/jun/02/ann-hudspeth/austins-ann-hudspeth-says-texas-leads-nation-anima/,True
"""Fact: Hillary Clinton received 80% of the vote in Pittsburgh.""",Bill Peduto,/web/20180119171157/http://www.politifact.com/pennsylvania/statements/2017/jun/02/bill-peduto/did-80-percent-pittsburgh-really-vote-hillary-clin/,Mostly True
"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms.""",Kimberley Strassel,/web/20180119171157/http://www.politifact.com/punditfact/statements/2017/jun/02/kimberley-strassel/did-obama-seek-back-channel-talks-iran-during-his-/,False
"""When you look at all the state and local taxes we pay in Wisconsin, the wealthiest 1 percent pay the lowest overall tax rate.""",Mike  McCabe,/web/20180119171157/http://www.politifact.com/wisconsin/statements/2017/jun/02/mike-mccabe/richest-1-percent-pay-lowest-rate-state-and-local/,Mostly True
"Says a Congressional Budget Office report found low-income seniors in Florida will face ""800 percent premium increases"" under the American Health Care Act.",Chris King,/web/20180119171157/http://www.politifact.com/florida/statements/2017/jun/02/chris-king/does-ahca-increase-health-care-premiums-low-income/,Half-True
"""Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.""",Debbie Wasserman Schultz,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/jun/01/debbie-wasserman-schultz/are-nicaragua-and-syria-only-countries-not-sign-pa/,True
"""Rubio: ‘Rape victims should be in custody if there is suspicion that they’re planning abortion.’ """,Uspoln Website,/web/20180119171157/http://www.politifact.com/punditfact/statements/2017/jun/01/uspoln/blogs-fabricate-marco-rubio-quote-about-putting-ra/,Pants on Fire!
"""ISIS is infiltrating America and using Syrians to do it.""",National Republican Congressional Committee,/web/20180119171157/http://www.politifact.com/georgia/statements/2017/jun/01/national-republican-congressional-committee/isis-infiltrating-america-and-using-syrians-do-it/,False
"Says President Donald ""Trump’s budget gives a $100 billion tax break to three of the wealthiest families.""",Bernie Sanders,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/may/31/bernie-s/bernie-sanders-inflates-trump-tax-plan-benefits-bi/,Mostly False
"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",Gregg Jarrett,/web/20180119171157/http://www.politifact.com/punditfact/statements/2017/may/31/gregg-jarrett/fox-news-hosts-wrong-no-law-forbids-russia-trump-c/,False
"Says Pat Robertson said, ""We must impose a rule on the gay population that would require them to wear specially-colored clothes.""",Uspoln Website,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/may/31/uspoln/pat-robertson-gays-special-colored-clothes/,Pants on Fire!
"""Many of the countries in question (in Trump’s travel ban) don't even have a U.S. embassy there to help us vet.""",John Kelly,/web/20180119171157/http://www.politifact.com/truth-o-meter/statements/2017/may/31/john-kelly/are-there-us-embassies-countries-listed-trumps-tra/,True
President Trump greenlighted Congress to ramp up Clinton investigation.,Bloggers,/web/20180119171157/http://www.politifact.com/punditfact/statements/2017/may/31/blog-posting/fake-story-about-president-trump-greenlighting-con/,Pants on Fire!
"In Wisconsin’s school voucher program, ""two-thirds of the money"" in the ""tax vouchers"" went to people ""making more than $100,000.""",Mark Pocan,/web/20180119171157/http://www.politifact.com/wisconsin/statements/2017/may/31/mark-pocan/mark-pocans-errant-claim-about-tax-breaks-wisconsi/,False
"California Gov. Jerry Brown was ""Caught in the Middle of a $60 Billion Corruption Investigation.""",Bloggers,/web/20180119171157/http://www.politifact.com/california/statements/2017/may/30/blog-posting/pants-fire-distorted-claim-about-jerry-browns-role/,Pants on Fire!
"""Due to the recent downturn in steel production, more than 13,600 Americans have been laid off and the steel industry is facing billions in losses.""",Claire McCaskill,/web/20180119171208/http://www.politifact.com/missouri/statements/2017/may/30/claire-mccaskill/mccaskill-mark-steel-industry/,True
"President Donald Trump ""announced that he would reinstate a national day of remembrance for fallen officers that the traitor before him had done away with.""",Bloggers,/web/20180119171208/http://www.politifact.com/punditfact/statements/2017/may/30/blog-posting/pants-fire-bloggers-claim-obama-canceled-trump-rev/,Pants on Fire!
"""I think if you look at the entire federal government and the president’s commitment to (fighting opioid addiction), you’ll see that there are actually hundreds of millions of dollars increase on this issue.""",Tom Price,/web/20180119171208/http://www.politifact.com/new-hampshire/statements/2017/may/26/tom-price/dhhs-secretary-tom-price-says-hundreds-millions-mo/,Half-True
"Deals struck on his first foreign trip as president made and saved ""millions of jobs.""",Donald Trump,/web/20180119171208/http://www.politifact.com/truth-o-meter/statements/2017/may/26/donald-trump/did-donald-trumps-trip-create-or-save-millions-job/,False
"Says U.S. Rep. Trey Gowdy’s 8-year-old son found dead ""in a dumpster in D.C.""",Bloggers,/web/20180119171208/http://www.politifact.com/punditfact/statements/2017/may/26/blog-posting/fake-news-posts-say-us-rep-trey-gowdys-son-found-d/,Pants on Fire!
"""(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton).""",PatriotCrier.com,/web/20180119171208/http://www.politifact.com/punditfact/statements/2017/may/26/patriotcriercom/conspiracy-theory-comey-hid-seth-richs-ties-wikile/,Pants on Fire!
"""Bay Area liberals have given more to Jon Ossoff's campaign than people in Georgia.""",Congressional  Leadership Fund,/web/20180119171208/http://www.politifact.com/georgia/statements/2017/may/26/congressional-leadership-fund/gop-attack-ad-twists-ossoff-donation-sources-georg/,False
"Says David Clarke reduced the number of Milwaukee County sheriff's deputies ""from about 700 and something to 300 and something.""",Chris Abele,/web/20180119171208/http://www.politifact.com/wisconsin/statements/2017/may/26/chris-abele/has-tough-crime-sheriff-david-clarke-cut-number-hi/,Half-True
"California Gov. Jerry Brown’s budget ""cuts funds for local tree mortality efforts from $52.7 million to just $2 million.""",Jim Patterson,/web/20180119171208/http://www.politifact.com/california/statements/2017/may/25/jim-patterson/did-jerry-brown-axe-funds-removing-californias-dea/,Mostly False
"""This year, a majority of states are seeing premiums and costs double"" under Obamacare.",James Lankford,/web/20180119171208/http://www.politifact.com/truth-o-meter/statements/2017/may/25/james-lankford/did-obamacare-premiums-double-most-states-year-no/,False
"""In Florida felonies can be things like buying weed, tampering with an odometer or disturbing a lobster trap. So basically spring break.""",Samantha Bee,/web/20180119171208/http://www.politifact.com/florida/statements/2017/may/25/samantha-bee/samantha-bee-says-buying-weed-tampering-odometer-o/,Mostly True
"""You could lose your rights for life over something as simple as driving with a suspended license"" in Florida.",Desmond Meade,/web/20180119171208/http://www.politifact.com/florida/statements/2017/may/25/desmond-meade/driving-suspended-license-can-lead-loss-voting-rig/,Mostly True
"Under the American Health Care Act ""people with pre-existing conditions are protected.""",American Action Network,/web/20180119171208/http://www.politifact.com/florida/statements/2017/may/24/american-action-network/conservative-groups-ad-misleads-about-pre-existing/,Mostly False
"""I’m proud to say that under my administration, as you just heard, we will be building the first new heavy icebreakers the United States has seen in over 40 years.""",Donald Trump,/web/20180119171208/http://www.politifact.com/truth-o-meter/statements/2017/may/24/donald-trump/trump-goes-bit-overboard-icebreaker-claim/,Half-True
"""NASA will pay you $18,000 to stay in bed and smoke weed for 70 straight days.""",Bloggers,/web/20180119171208/http://www.politifact.com/punditfact/statements/2017/may/24/blog-posting/persistent-story-about-nasa-paying-people-18000-li/,Pants on Fire!
"""Voter turnout in 2016 was reduced by approx. 200,000 votes because of WI’s photo ID laws.""",Tammy Baldwin,/web/20180119171208/http://www.politifact.com/wisconsin/statements/2017/may/24/tammy-baldwin/photo-id-law-caused-200000-drop-wisconsin-voter-tu/,Mostly False
"""Last year was one of the deadliest years ever for law enforcement officers.""",Thom Tillis,/web/20180119171208/http://www.politifact.com/north-carolina/statements/2017/may/23/thom-tillis/was-2016-one-deadliest-years-ever-police-officers-/,False
"""Donald Trump praises Colonel Sanders for his service in the Civil War.""",TheRedShtick.com,/web/20180119171208/http://www.politifact.com/punditfact/statements/2017/may/23/theredshtickcom/trump-calling-kfcs-col-sanders-civil-war-hero-was-/,Pants on Fire!
"The Department of Homeland Security’s database of legal immigrants has ""never"" been ""bounced against a state’s voter rolls.""",Kris Kobach,/web/20180119171208/http://www.politifact.com/florida/statements/2017/may/23/kris-kobach/trumps-election-commission-chair-kris-kobach-says-/,Mostly False
"""If Donald Trump would stay home from Mar-a-Lago one weekend, it would pay the entire meals on wheels budget for the state of Missouri for almost two years.""",Claire McCaskill,/web/20180119171208/http://www.politifact.com/missouri/statements/2017/may/23/claire-mccaskill/false-mccaskill-says-1-mar-lago-trip-could-fund-mi/,False
"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians.""",Newt Gingrich,/web/20180119171219/http://www.politifact.com/punditfact/statements/2017/may/23/newt-gingrich/claim-slain-dnc-staffer-seth-rich-gave-emails-wiki/,Pants on Fire!
"Says Texas tax legislation would ""save the average homeowner in Texas $20,000 a year over the next 20 years or so.""",Dan Patrick,/web/20180119171219/http://www.politifact.com/texas/statements/2017/may/23/dan-patrick/dan-patricks-20000-tax-savings-claim-proves-incorr/,Pants on Fire!
